record_id,plot_id,farm_id,crop,state,year,season,date,chemical_name,chemical_type,chemical_category,application_rate,unit,application_method,weather_at_application,temperature_c,notes
CHEM-0156,plot-002b,farm-002,Maize,Karnataka,2022,Kharif,2022-07-20,Imidacloprid 17.8SL,pesticide,insecticide,134.2,ml/ha,foliar spray,evening calm,34.5,
CHEM-0157,plot-002b,farm-002,Maize,Karnataka,2023,Kharif,2023-05-02,Ammonium Sulphate,fertilizer,nitrogen,82.1,kg/ha,drip,overcast,28.5,
CHEM-0158,plot-002b,farm-002,Maize,Karnataka,2023,Kharif,2023-08-03,DAP (18-46-0),fertilizer,phosphorus,74.5,kg/ha,broadcast,light rain,32.2,
CHEM-0159,plot-002b,farm-002,Maize,Karnataka,2023,Kharif,2023-07-13,DAP (18-46-0),fertilizer,phosphorus,56.3,kg/ha,foliar,overcast,30.1,
CHEM-0160,plot-002b,farm-002,Maize,Karnataka,2023,Kharif,2023-05-28,Zinc Sulphate,fertilizer,micronutrient,11.5,kg/ha,band,overcast,29.0,
CHEM-0161,plot-002b,farm-002,Maize,Karnataka,2023,Kharif,2023-09-13,Glyphosate 41SL,pesticide,herbicide,2008.4,ml/ha,drone,evening calm,23.5,
CHEM-0162,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-07-05,SSP (Single Super Phosphate),fertilizer,phosphorus,166.5,kg/ha,drip,clear,21.8,
CHEM-0163,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-05-24,DAP (18-46-0),fertilizer,phosphorus,54.7,kg/ha,foliar,cloudy,31.1,
CHEM-0164,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-08-12,SSP (Single Super Phosphate),fertilizer,phosphorus,167.0,kg/ha,drip,clear,39.4,
CHEM-0165,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-07-05,Carbendazim 50WP,pesticide,fungicide,337.9,g/ha,drone,clear morning,35.6,
CHEM-0166,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-08-04,Propiconazole 25EC,pesticide,fungicide,738.1,ml/ha,power sprayer,evening calm,25.6,
CHEM-0167,plot-002b,farm-002,Maize,Karnataka,2024,Kharif,2024-06-20,Glyphosate 41SL,pesticide,herbicide,2767.7,ml/ha,power sprayer,clear morning,24.9,
CHEM-0168,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-07-01,Ammonium Sulphate,fertilizer,nitrogen,114.5,kg/ha,band,cloudy,31.3,
CHEM-0169,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-05-03,Zinc Sulphate,fertilizer,micronutrient,11.0,kg/ha,band,overcast,28.4,
CHEM-0170,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-07-24,SSP (Single Super Phosphate),fertilizer,phosphorus,115.7,kg/ha,foliar,clear,37.7,
CHEM-0171,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-05-22,MOP (0-0-60),fertilizer,potassium,37.9,kg/ha,broadcast,light rain,28.9,
CHEM-0172,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-09-09,"2,4-D Sodium Salt 80WP",pesticide,herbicide,803.5,g/ha,knapsack,evening calm,23.8,
CHEM-0173,plot-002b,farm-002,Maize,Karnataka,2025,Kharif,2025-09-17,Glyphosate 41SL,pesticide,herbicide,1666.3,ml/ha,power sprayer,clear morning,25.5,
CHEM-0174,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-07-07,Urea (46-0-0),fertilizer,nitrogen,80.5,kg/ha,band,light rain,25.8,
CHEM-0175,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-08-06,DAP (18-46-0),fertilizer,phosphorus,50.4,kg/ha,band,overcast,30.7,
CHEM-0176,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-07-03,NPK 20:20:0,fertilizer,complex,90.0,kg/ha,drip,clear,28.7,
CHEM-0177,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-07-19,Borax,fertilizer,micronutrient,14.2,kg/ha,drip,overcast,34.2,
CHEM-0178,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-06-11,Carbendazim 50WP,pesticide,fungicide,278.8,g/ha,knapsack,evening calm,29.4,
CHEM-0179,plot-002b,farm-002,Maize,Karnataka,2026,Kharif,2026-06-08,Propiconazole 25EC,pesticide,fungicide,435.3,ml/ha,drone,evening calm,28.4,
CHEM-0180,plot-002c,farm-002,Sugarcane,Karnataka,2020,Rabi,2020-12-08,Zinc Sulphate,fertilizer,micronutrient,23.1,kg/ha,foliar,cloudy,21.5,
CHEM-0181,plot-002c,farm-002,Sugarcane,Karnataka,2020,Rabi,2020-11-25,DAP (18-46-0),fertilizer,phosphorus,76.5,kg/ha,foliar,light rain,34.5,
CHEM-0182,plot-002c,farm-002,Sugarcane,Karnataka,2020,Rabi,2020-01-09,Lambda Cyhalothrin 5EC,pesticide,insecticide,370.9,ml/ha,knapsack,clear morning,31.6,
CHEM-0183,plot-002c,farm-002,Sugarcane,Karnataka,2020,Rabi,2020-03-16,Imidacloprid 17.8SL,pesticide,insecticide,101.3,ml/ha,drone,evening calm,34.2,
CHEM-0184,plot-002c,farm-002,Sugarcane,Karnataka,2020,Rabi,2020-03-21,"2,4-D Sodium Salt 80WP",pesticide,herbicide,840.6,g/ha,power sprayer,evening calm,27.1,
CHEM-0185,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-12-26,DAP (18-46-0),fertilizer,phosphorus,73.4,kg/ha,foliar,clear,27.0,
CHEM-0186,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-12-02,DAP (18-46-0),fertilizer,phosphorus,65.5,kg/ha,broadcast,light rain,36.6,
CHEM-0187,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-11-20,DAP (18-46-0),fertilizer,phosphorus,82.2,kg/ha,drip,overcast,31.6,
CHEM-0188,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-03-21,Chlorpyrifos 20EC,pesticide,insecticide,1674.6,ml/ha,knapsack,cloudy,31.7,
CHEM-0189,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-01-15,Pretilachlor 50EC,pesticide,herbicide,660.3,ml/ha,foliar spray,cloudy,37.7,
CHEM-0190,plot-002c,farm-002,Sugarcane,Karnataka,2021,Rabi,2021-01-02,Imidacloprid 17.8SL,pesticide,insecticide,140.5,ml/ha,knapsack,evening calm,29.0,
CHEM-0191,plot-002c,farm-002,Sugarcane,Karnataka,2022,Rabi,2022-12-13,MOP (0-0-60),fertilizer,potassium,48.2,kg/ha,drip,light rain,33.6,
CHEM-0192,plot-002c,farm-002,Sugarcane,Karnataka,2022,Rabi,2022-12-03,Urea (46-0-0),fertilizer,nitrogen,135.2,kg/ha,foliar,clear,31.2,
CHEM-0193,plot-002c,farm-002,Sugarcane,Karnataka,2022,Rabi,2022-11-11,Zinc Sulphate,fertilizer,micronutrient,14.3,kg/ha,broadcast,cloudy,38.3,
CHEM-0194,plot-002c,farm-002,Sugarcane,Karnataka,2022,Rabi,2022-03-03,Glyphosate 41SL,pesticide,herbicide,1693.4,ml/ha,power sprayer,evening calm,28.0,
CHEM-0195,plot-002c,farm-002,Sugarcane,Karnataka,2022,Rabi,2022-03-23,Propiconazole 25EC,pesticide,fungicide,725.3,ml/ha,foliar spray,evening calm,32.7,
CHEM-0196,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-12-06,SSP (Single Super Phosphate),fertilizer,phosphorus,101.8,kg/ha,band,light rain,39.0,
CHEM-0197,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-11-05,Borax,fertilizer,micronutrient,6.9,kg/ha,broadcast,light rain,36.9,
CHEM-0198,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-11-22,DAP (18-46-0),fertilizer,phosphorus,75.4,kg/ha,foliar,cloudy,31.9,
CHEM-0199,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-11-24,MOP (0-0-60),fertilizer,potassium,38.1,kg/ha,drip,clear,28.2,
CHEM-0200,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-03-10,Mancozeb 75WP,pesticide,fungicide,2954.4,g/ha,drone,clear morning,30.5,
CHEM-0201,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-02-27,Carbendazim 50WP,pesticide,fungicide,491.4,g/ha,knapsack,cloudy,32.9,
CHEM-0202,plot-002c,farm-002,Sugarcane,Karnataka,2023,Rabi,2023-02-25,"2,4-D Sodium Salt 80WP",pesticide,herbicide,730.8,g/ha,drone,evening calm,30.4,
CHEM-0203,plot-002c,farm-002,Sugarcane,Karnataka,2024,Rabi,2024-11-28,NPK 20:20:0,fertilizer,complex,108.1,kg/ha,foliar,clear,32.8,
CHEM-0204,plot-002c,farm-002,Sugarcane,Karnataka,2024,Rabi,2024-11-23,SSP (Single Super Phosphate),fertilizer,phosphorus,155.5,kg/ha,broadcast,light rain,21.7,
CHEM-0205,plot-002c,farm-002,Sugarcane,Karnataka,2024,Rabi,2024-03-05,Carbendazim 50WP,pesticide,fungicide,362.3,g/ha,drone,clear morning,37.1,
CHEM-0206,plot-002c,farm-002,Sugarcane,Karnataka,2025,Rabi,2025-11-14,Borax,fertilizer,micronutrient,13.8,kg/ha,broadcast,overcast,30.0,
CHEM-0207,plot-002c,farm-002,Sugarcane,Karnataka,2025,Rabi,2025-11-12,NPK 20:20:0,fertilizer,complex,83.2,kg/ha,band,clear,26.4,
CHEM-0208,plot-002c,farm-002,Sugarcane,Karnataka,2025,Rabi,2025-01-02,Propiconazole 25EC,pesticide,fungicide,716.6,ml/ha,power sprayer,cloudy,33.1,
CHEM-0209,plot-002c,farm-002,Sugarcane,Karnataka,2026,Rabi,2026-11-03,Borax,fertilizer,micronutrient,9.5,kg/ha,broadcast,light rain,24.3,
CHEM-0210,plot-002c,farm-002,Sugarcane,Karnataka,2026,Rabi,2026-12-04,MOP (0-0-60),fertilizer,potassium,57.4,kg/ha,foliar,cloudy,26.0,
CHEM-0211,plot-002c,farm-002,Sugarcane,Karnataka,2026,Rabi,2026-03-15,Mancozeb 75WP,pesticide,fungicide,2129.7,g/ha,foliar spray,clear morning,35.4,
CHEM-0212,plot-003a,farm-003,Rice,Assam,2020,Kharif,2020-06-23,Urea (46-0-0),fertilizer,nitrogen,124.2,kg/ha,band,light rain,28.6,
CHEM-0213,plot-003a,farm-003,Rice,Assam,2020,Kharif,2020-08-06,SSP (Single Super Phosphate),fertilizer,phosphorus,124.1,kg/ha,broadcast,light rain,21.4,
CHEM-0214,plot-003a,farm-003,Rice,Assam,2020,Kharif,2020-08-02,Urea (46-0-0),fertilizer,nitrogen,107.3,kg/ha,drip,light rain,25.1,
CHEM-0215,plot-003a,farm-003,Rice,Assam,2020,Kharif,2020-08-08,Propiconazole 25EC,pesticide,fungicide,715.4,ml/ha,foliar spray,evening calm,33.8,
CHEM-0216,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-07-27,MOP (0-0-60),fertilizer,potassium,32.2,kg/ha,band,overcast,39.6,
CHEM-0217,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-06-03,Borax,fertilizer,micronutrient,11.3,kg/ha,drip,clear,25.9,
CHEM-0218,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-05-11,Urea (46-0-0),fertilizer,nitrogen,135.4,kg/ha,foliar,overcast,39.8,
CHEM-0219,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-07-10,"2,4-D Sodium Salt 80WP",pesticide,herbicide,626.7,g/ha,power sprayer,clear morning,35.9,
CHEM-0220,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-08-14,Propiconazole 25EC,pesticide,fungicide,509.3,ml/ha,drone,evening calm,29.0,
CHEM-0221,plot-003a,farm-003,Rice,Assam,2021,Kharif,2021-07-16,Glyphosate 41SL,pesticide,herbicide,2008.6,ml/ha,drone,cloudy,36.8,
CHEM-0222,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-08-03,Ammonium Sulphate,fertilizer,nitrogen,106.1,kg/ha,drip,cloudy,30.9,
CHEM-0223,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-07-22,SSP (Single Super Phosphate),fertilizer,phosphorus,110.3,kg/ha,foliar,light rain,28.9,
CHEM-0224,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-08-12,Zinc Sulphate,fertilizer,micronutrient,12.5,kg/ha,drip,clear,34.5,
CHEM-0225,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-08-09,SSP (Single Super Phosphate),fertilizer,phosphorus,161.5,kg/ha,broadcast,clear,33.4,
CHEM-0226,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-07-01,Propiconazole 25EC,pesticide,fungicide,605.2,ml/ha,knapsack,evening calm,32.8,
CHEM-0227,plot-003a,farm-003,Rice,Assam,2022,Kharif,2022-06-08,"2,4-D Sodium Salt 80WP",pesticide,herbicide,517.4,g/ha,power sprayer,cloudy,28.1,
CHEM-0228,plot-003a,farm-003,Rice,Assam,2023,Kharif,2023-08-12,Urea (46-0-0),fertilizer,nitrogen,122.4,kg/ha,foliar,overcast,35.3,
CHEM-0229,plot-003a,farm-003,Rice,Assam,2023,Kharif,2023-08-11,MOP (0-0-60),fertilizer,potassium,56.5,kg/ha,foliar,cloudy,39.2,
CHEM-0230,plot-003a,farm-003,Rice,Assam,2023,Kharif,2023-08-17,Urea (46-0-0),fertilizer,nitrogen,131.5,kg/ha,drip,clear,25.2,
CHEM-0231,plot-003a,farm-003,Rice,Assam,2023,Kharif,2023-06-20,Ammonium Sulphate,fertilizer,nitrogen,99.3,kg/ha,foliar,overcast,24.0,
CHEM-0232,plot-003a,farm-003,Rice,Assam,2023,Kharif,2023-09-03,Imidacloprid 17.8SL,pesticide,insecticide,134.2,ml/ha,power sprayer,evening calm,27.6,
CHEM-0233,plot-003a,farm-003,Rice,Assam,2024,Kharif,2024-06-23,Ammonium Sulphate,fertilizer,nitrogen,112.4,kg/ha,band,light rain,30.2,
CHEM-0234,plot-003a,farm-003,Rice,Assam,2024,Kharif,2024-06-08,DAP (18-46-0),fertilizer,phosphorus,99.3,kg/ha,drip,clear,27.2,
CHEM-0235,plot-003a,farm-003,Rice,Assam,2024,Kharif,2024-07-20,Propiconazole 25EC,pesticide,fungicide,587.0,ml/ha,foliar spray,clear morning,26.9,
CHEM-0236,plot-003a,farm-003,Rice,Assam,2024,Kharif,2024-09-27,"2,4-D Sodium Salt 80WP",pesticide,herbicide,762.8,g/ha,foliar spray,clear morning,37.6,
CHEM-0237,plot-003a,farm-003,Rice,Assam,2024,Kharif,2024-08-05,Imidacloprid 17.8SL,pesticide,insecticide,134.0,ml/ha,knapsack,clear morning,28.9,
CHEM-0238,plot-003a,farm-003,Rice,Assam,2025,Kharif,2025-07-06,DAP (18-46-0),fertilizer,phosphorus,75.9,kg/ha,band,light rain,38.7,
CHEM-0239,plot-003a,farm-003,Rice,Assam,2025,Kharif,2025-07-28,NPK 20:20:0,fertilizer,complex,80.8,kg/ha,broadcast,light rain,23.9,
CHEM-0240,plot-003a,farm-003,Rice,Assam,2025,Kharif,2025-08-20,Carbendazim 50WP,pesticide,fungicide,281.3,g/ha,foliar spray,evening calm,32.3,
CHEM-0241,plot-003a,farm-003,Rice,Assam,2025,Kharif,2025-08-27,Lambda Cyhalothrin 5EC,pesticide,insecticide,351.4,ml/ha,foliar spray,clear morning,23.3,
CHEM-0242,plot-003a,farm-003,Rice,Assam,2025,Kharif,2025-09-20,Carbendazim 50WP,pesticide,fungicide,412.8,g/ha,foliar spray,cloudy,36.2,
CHEM-0243,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-07-16,Ammonium Sulphate,fertilizer,nitrogen,94.9,kg/ha,band,overcast,25.9,
CHEM-0244,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-06-15,DAP (18-46-0),fertilizer,phosphorus,84.4,kg/ha,drip,overcast,29.3,
CHEM-0245,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-07-28,SSP (Single Super Phosphate),fertilizer,phosphorus,160.7,kg/ha,foliar,light rain,39.5,
CHEM-0246,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-05-11,MOP (0-0-60),fertilizer,potassium,68.0,kg/ha,band,overcast,22.5,
CHEM-0247,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-06-10,Mancozeb 75WP,pesticide,fungicide,1711.3,g/ha,drone,evening calm,28.7,
CHEM-0248,plot-003a,farm-003,Rice,Assam,2026,Kharif,2026-08-07,Lambda Cyhalothrin 5EC,pesticide,insecticide,544.0,ml/ha,knapsack,cloudy,37.9,
CHEM-0249,plot-003b,farm-003,Arecanut,Assam,2020,Rabi,2020-12-01,Borax,fertilizer,micronutrient,13.8,kg/ha,broadcast,overcast,30.1,
CHEM-0250,plot-003b,farm-003,Arecanut,Assam,2020,Rabi,2020-12-02,NPK 20:20:0,fertilizer,complex,72.9,kg/ha,broadcast,light rain,29.9,
CHEM-0251,plot-003b,farm-003,Arecanut,Assam,2020,Rabi,2020-11-28,Borax,fertilizer,micronutrient,7.9,kg/ha,broadcast,overcast,22.7,
CHEM-0252,plot-003b,farm-003,Arecanut,Assam,2020,Rabi,2020-02-02,Propiconazole 25EC,pesticide,fungicide,705.5,ml/ha,drone,clear morning,31.1,
CHEM-0253,plot-003b,farm-003,Arecanut,Assam,2020,Rabi,2020-02-03,Mancozeb 75WP,pesticide,fungicide,2043.8,g/ha,drone,evening calm,29.2,
CHEM-0254,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-11-05,Ammonium Sulphate,fertilizer,nitrogen,107.8,kg/ha,broadcast,overcast,27.5,
CHEM-0255,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-12-25,SSP (Single Super Phosphate),fertilizer,phosphorus,155.8,kg/ha,band,cloudy,32.0,
CHEM-0256,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-11-02,Zinc Sulphate,fertilizer,micronutrient,17.5,kg/ha,band,light rain,36.1,
CHEM-0257,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-11-11,Borax,fertilizer,micronutrient,6.5,kg/ha,foliar,cloudy,27.9,
CHEM-0258,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-03-27,Carbendazim 50WP,pesticide,fungicide,398.4,g/ha,drone,evening calm,31.0,
CHEM-0259,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-02-11,"2,4-D Sodium Salt 80WP",pesticide,herbicide,907.9,g/ha,foliar spray,cloudy,31.3,
CHEM-0260,plot-003b,farm-003,Arecanut,Assam,2021,Rabi,2021-02-21,Chlorpyrifos 20EC,pesticide,insecticide,1895.4,ml/ha,knapsack,evening calm,22.8,
CHEM-0261,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-12-05,MOP (0-0-60),fertilizer,potassium,56.2,kg/ha,band,clear,31.5,
CHEM-0262,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-12-11,DAP (18-46-0),fertilizer,phosphorus,59.5,kg/ha,drip,cloudy,28.3,
CHEM-0263,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-12-28,NPK 20:20:0,fertilizer,complex,84.6,kg/ha,broadcast,cloudy,30.4,
CHEM-0264,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-02-17,Propiconazole 25EC,pesticide,fungicide,799.2,ml/ha,drone,cloudy,37.3,
CHEM-0265,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-02-18,"2,4-D Sodium Salt 80WP",pesticide,herbicide,956.1,g/ha,power sprayer,evening calm,34.4,
CHEM-0266,plot-003b,farm-003,Arecanut,Assam,2022,Rabi,2022-01-08,Carbendazim 50WP,pesticide,fungicide,402.5,g/ha,power sprayer,evening calm,26.8,
CHEM-0267,plot-003b,farm-003,Arecanut,Assam,2023,Rabi,2023-12-11,Ammonium Sulphate,fertilizer,nitrogen,99.3,kg/ha,drip,light rain,31.2,
CHEM-0268,plot-003b,farm-003,Arecanut,Assam,2023,Rabi,2023-12-13,Ammonium Sulphate,fertilizer,nitrogen,70.1,kg/ha,foliar,cloudy,25.8,
CHEM-0269,plot-003b,farm-003,Arecanut,Assam,2023,Rabi,2023-11-12,Ammonium Sulphate,fertilizer,nitrogen,116.9,kg/ha,drip,light rain,34.9,
CHEM-0270,plot-003b,farm-003,Arecanut,Assam,2023,Rabi,2023-02-18,Mancozeb 75WP,pesticide,fungicide,2741.9,g/ha,power sprayer,clear morning,23.7,
CHEM-0271,plot-003b,farm-003,Arecanut,Assam,2024,Rabi,2024-11-21,NPK 20:20:0,fertilizer,complex,74.5,kg/ha,band,clear,22.0,
CHEM-0272,plot-003b,farm-003,Arecanut,Assam,2024,Rabi,2024-11-22,SSP (Single Super Phosphate),fertilizer,phosphorus,171.7,kg/ha,band,clear,39.3,
CHEM-0273,plot-003b,farm-003,Arecanut,Assam,2024,Rabi,2024-12-16,MOP (0-0-60),fertilizer,potassium,50.3,kg/ha,band,light rain,26.4,
CHEM-0274,plot-003b,farm-003,Arecanut,Assam,2024,Rabi,2024-11-21,Urea (46-0-0),fertilizer,nitrogen,143.6,kg/ha,band,clear,38.3,
CHEM-0275,plot-003b,farm-003,Arecanut,Assam,2024,Rabi,2024-01-02,Glyphosate 41SL,pesticide,herbicide,2823.4,ml/ha,drone,cloudy,25.0,
CHEM-0276,plot-003b,farm-003,Arecanut,Assam,2025,Rabi,2025-11-10,Ammonium Sulphate,fertilizer,nitrogen,111.4,kg/ha,broadcast,light rain,25.7,
CHEM-0277,plot-003b,farm-003,Arecanut,Assam,2025,Rabi,2025-11-28,Borax,fertilizer,micronutrient,13.9,kg/ha,drip,light rain,23.9,
CHEM-0278,plot-003b,farm-003,Arecanut,Assam,2025,Rabi,2025-12-21,DAP (18-46-0),fertilizer,phosphorus,66.5,kg/ha,foliar,cloudy,20.3,
CHEM-0279,plot-003b,farm-003,Arecanut,Assam,2025,Rabi,2025-11-06,SSP (Single Super Phosphate),fertilizer,phosphorus,179.1,kg/ha,drip,overcast,30.3,
CHEM-0280,plot-003b,farm-003,Arecanut,Assam,2025,Rabi,2025-01-05,Glyphosate 41SL,pesticide,herbicide,2503.9,ml/ha,drone,cloudy,37.0,
CHEM-0281,plot-003b,farm-003,Arecanut,Assam,2026,Rabi,2026-12-25,Ammonium Sulphate,fertilizer,nitrogen,76.9,kg/ha,foliar,light rain,26.0,
CHEM-0282,plot-003b,farm-003,Arecanut,Assam,2026,Rabi,2026-12-23,Urea (46-0-0),fertilizer,nitrogen,98.3,kg/ha,band,clear,33.4,
CHEM-0283,plot-003b,farm-003,Arecanut,Assam,2026,Rabi,2026-03-17,Carbendazim 50WP,pesticide,fungicide,289.9,g/ha,power sprayer,evening calm,23.9,
CHEM-0284,plot-003b,farm-003,Arecanut,Assam,2026,Rabi,2026-01-08,Carbendazim 50WP,pesticide,fungicide,341.9,g/ha,knapsack,cloudy,24.5,
CHEM-0285,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-12-25,SSP (Single Super Phosphate),fertilizer,phosphorus,141.6,kg/ha,band,cloudy,33.6,
CHEM-0286,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-12-03,DAP (18-46-0),fertilizer,phosphorus,76.3,kg/ha,broadcast,clear,36.6,
CHEM-0287,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-11-06,NPK 20:20:0,fertilizer,complex,94.4,kg/ha,foliar,overcast,22.3,
CHEM-0288,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-12-03,NPK 20:20:0,fertilizer,complex,103.0,kg/ha,drip,clear,29.1,
CHEM-0289,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-01-18,Glyphosate 41SL,pesticide,herbicide,2185.2,ml/ha,drone,evening calm,34.9,
CHEM-0290,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-01-24,Chlorpyrifos 20EC,pesticide,insecticide,1593.9,ml/ha,knapsack,evening calm,23.2,
CHEM-0291,plot-003c,farm-003,Potato,Assam,2020,Rabi,2020-01-18,Glyphosate 41SL,pesticide,herbicide,2016.8,ml/ha,foliar spray,clear morning,37.8,
CHEM-0292,plot-003c,farm-003,Potato,Assam,2021,Rabi,2021-11-25,Urea (46-0-0),fertilizer,nitrogen,100.1,kg/ha,band,overcast,27.5,
CHEM-0293,plot-003c,farm-003,Potato,Assam,2021,Rabi,2021-12-13,Zinc Sulphate,fertilizer,micronutrient,16.7,kg/ha,broadcast,cloudy,33.1,
CHEM-0294,plot-003c,farm-003,Potato,Assam,2021,Rabi,2021-12-17,SSP (Single Super Phosphate),fertilizer,phosphorus,111.9,kg/ha,band,cloudy,36.7,
CHEM-0295,plot-003c,farm-003,Potato,Assam,2021,Rabi,2021-03-18,Carbendazim 50WP,pesticide,fungicide,365.8,g/ha,drone,evening calm,28.1,
CHEM-0296,plot-003c,farm-003,Potato,Assam,2022,Rabi,2022-11-09,NPK 20:20:0,fertilizer,complex,87.6,kg/ha,band,clear,20.6,
CHEM-0297,plot-003c,farm-003,Potato,Assam,2022,Rabi,2022-11-08,Zinc Sulphate,fertilizer,micronutrient,19.2,kg/ha,band,clear,22.0,
CHEM-0298,plot-003c,farm-003,Potato,Assam,2022,Rabi,2022-03-28,"2,4-D Sodium Salt 80WP",pesticide,herbicide,798.9,g/ha,foliar spray,clear morning,33.8,
CHEM-0299,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-11-25,Borax,fertilizer,micronutrient,7.3,kg/ha,broadcast,cloudy,30.1,
CHEM-0300,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-12-19,Ammonium Sulphate,fertilizer,nitrogen,66.4,kg/ha,foliar,cloudy,26.0,
CHEM-0301,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-11-14,MOP (0-0-60),fertilizer,potassium,79.3,kg/ha,foliar,light rain,21.2,
CHEM-0302,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-02-18,Lambda Cyhalothrin 5EC,pesticide,insecticide,487.8,ml/ha,drone,clear morning,37.6,
CHEM-0303,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-02-23,Glyphosate 41SL,pesticide,herbicide,2678.7,ml/ha,drone,cloudy,24.4,
CHEM-0304,plot-003c,farm-003,Potato,Assam,2023,Rabi,2023-03-16,Glyphosate 41SL,pesticide,herbicide,1775.8,ml/ha,knapsack,clear morning,26.8,
CHEM-0305,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-11-18,MOP (0-0-60),fertilizer,potassium,70.3,kg/ha,drip,overcast,31.1,
CHEM-0306,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-12-07,MOP (0-0-60),fertilizer,potassium,49.4,kg/ha,foliar,clear,38.4,
CHEM-0307,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-11-02,SSP (Single Super Phosphate),fertilizer,phosphorus,109.2,kg/ha,foliar,overcast,33.5,
CHEM-0308,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-11-26,Urea (46-0-0),fertilizer,nitrogen,141.2,kg/ha,band,overcast,24.2,
CHEM-0309,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-01-07,Carbendazim 50WP,pesticide,fungicide,489.3,g/ha,knapsack,evening calm,23.9,
CHEM-0310,plot-003c,farm-003,Potato,Assam,2024,Rabi,2024-03-20,"2,4-D Sodium Salt 80WP",pesticide,herbicide,957.2,g/ha,knapsack,cloudy,36.6,
CHEM-0311,plot-003c,farm-003,Potato,Assam,2025,Rabi,2025-12-15,SSP (Single Super Phosphate),fertilizer,phosphorus,177.6,kg/ha,foliar,light rain,25.2,
